ShipType,UnitNumber,Length,Width,Height,Thickness,BoxVolume,ProductVolume
Box,B000922,0.200000,0.300000,1.500000,0.000000,0.090000000,0.090000000
Box,B000923,0.200000,0.300000,1.500000,0.200000,0.090000000,0.028000000
Box,B000924,0.200000,0.300000,1.500000,0.800000,0.090000000,0.022000000
Box,B000925,0.200000,0.300000,1.500000,1.000000,0.090000000,0.060000000
Box,B000926,0.200000,0.300000,1.600000,0.000000,0.096000000,0.096000000
Box,B000927,0.200000,0.300000,1.600000,0.200000,0.096000000,0.030000000
Box,B000928,0.200000,0.300000,1.600000,0.800000,0.096000000,0.024000000
Box,B000929,0.200000,0.300000,1.600000,1.000000,0.096000000,0.066000000
Box,B000930,0.200000,0.300000,1.700000,0.000000,0.102000000,0.102000000
Box,B000931,0.200000,0.300000,1.700000,0.200000,0.102000000,0.032000000
Box,B000932,0.200000,0.300000,1.700000,0.800000,0.102000000,0.026000000
Box,B000933,0.200000,0.300000,1.700000,1.000000,0.102000000,0.072000000
Box,B000934,0.200000,0.300000,1.800000,0.000000,0.108000000,0.108000000
Box,B000935,0.200000,0.300000,1.800000,0.200000,0.108000000,0.034000000
Box,B000936,0.200000,0.300000,1.800000,0.800000,0.108000000,0.028000000
Box,B000937,0.200000,0.300000,1.800000,1.000000,0.108000000,0.078000000
Box,B000938,0.200000,0.300000,1.900000,0.000000,0.114000000,0.114000000
Box,B000939,0.200000,0.300000,1.900000,0.200000,0.114000000,0.036000000
Box,B000940,0.200000,0.300000,1.900000,0.800000,0.114000000,0.030000000
Box,B000941,0.200000,0.300000,1.900000,1.000000,0.114000000,0.084000000
Box,B000942,0.200000,0.300000,2.000000,0.000000,0.120000000,0.120000000
Box,B000943,0.200000,0.300000,2.000000,0.200000,0.120000000,0.038000000
Box,B000944,0.200000,0.300000,2.000000,0.800000,0.120000000,0.032000000
Box,B000945,0.200000,0.300000,2.000000,1.000000,0.120000000,0.090000000
Box,B000946,0.200000,0.400000,0.100000,0.000000,0.008000000,0.008000000
Box,B000947,0.200000,0.400000,0.100000,0.600000,0.008000000,0.002000000
Box,B000948,0.200000,0.400000,0.200000,0.000000,0.016000000,0.016000000
Box,B000949,0.200000,0.400000,0.200000,0.200000,0.016000000,0.003000000
Box,B000950,0.200000,0.400000,0.200000,0.600000,0.016000000,0.001000000
Box,B000951,0.200000,0.400000,0.300000,0.000000,0.024000000,0.024000000
Box,B000952,0.200000,0.400000,0.300000,0.200000,0.024000000,0.006000000
Box,B000953,0.200000,0.400000,0.400000,0.000000,0.032000000,0.032000000
Box,B000954,0.200000,0.400000,0.400000,0.200000,0.032000000,0.009000000
Box,B000955,0.200000,0.400000,0.500000,0.000000,0.040000000,0.040000000
Box,B000956,0.200000,0.400000,0.500000,0.200000,0.040000000,0.012000000
Box,B000957,0.200000,0.400000,0.600000,0.000000,0.048000000,0.048000000
Box,B000958,0.200000,0.400000,0.600000,0.200000,0.048000000,0.015000000
Box,B000959,0.200000,0.400000,0.600000,1.000000,0.048000000,0.003000000
Box,B000960,0.200000,0.400000,0.700000,0.000000,0.056000000,0.056000000
Box,B000961,0.200000,0.400000,0.700000,0.200000,0.056000000,0.018000000
Box,B000962,0.200000,0.400000,0.700000,1.000000,0.056000000,0.006000000
Box,B000963,0.200000,0.400000,0.800000,0.000000,0.064000000,0.064000000
Box,B000964,0.200000,0.400000,0.800000,0.200000,0.064000000,0.021000000
Box,B000965,0.200000,0.400000,0.800000,1.000000,0.064000000,0.009000000
Box,B000966,0.200000,0.400000,0.900000,0.000000,0.072000000,0.072000000
Box,B000967,0.200000,0.400000,0.900000,0.200000,0.072000000,0.024000000
Box,B000968,0.200000,0.400000,0.900000,1.000000,0.072000000,0.012000000
Box,B000969,0.200000,0.400000,1.000000,0.000000,0.080000000,0.080000000
Box,B000970,0.200000,0.400000,1.000000,0.200000,0.080000000,0.027000000
Box,B000971,0.200000,0.400000,1.000000,1.000000,0.080000000,0.015000000
Box,B000972,0.200000,0.400000,1.100000,0.000000,0.088000000,0.088000000
Box,B000973,0.200000,0.400000,1.100000,0.200000,0.088000000,0.030000000
Box,B000974,0.200000,0.400000,1.100000,1.000000,0.088000000,0.018000000
Box,B000975,0.200000,0.400000,1.200000,0.000000,0.096000000,0.096000000
Box,B000976,0.200000,0.400000,1.200000,0.200000,0.096000000,0.033000000
Box,B000977,0.200000,0.400000,1.200000,1.000000,0.096000000,0.021000000
Box,B000978,0.200000,0.400000,1.300000,0.000000,0.104000000,0.104000000
Box,B000979,0.200000,0.400000,1.300000,0.200000,0.104000000,0.036000000
Box,B000980,0.200000,0.400000,1.300000,1.000000,0.104000000,0.024000000
Box,B000981,0.200000,0.400000,1.400000,0.000000,0.112000000,0.112000000
Box,B000982,0.200000,0.400000,1.400000,0.200000,0.112000000,0.039000000
Box,B000983,0.200000,0.400000,1.400000,1.000000,0.112000000,0.027000000
Box,B000984,0.200000,0.400000,1.500000,0.000000,0.120000000,0.120000000
Box,B000985,0.200000,0.400000,1.500000,0.200000,0.120000000,0.042000000
Box,B000986,0.200000,0.400000,1.500000,1.000000,0.120000000,0.030000000
Box,B000987,0.200000,0.400000,1.600000,0.000000,0.128000000,0.128000000
Box,B000988,0.200000,0.400000,1.600000,0.200000,0.128000000,0.045000000
Box,B000989,0.200000,0.400000,1.600000,1.000000,0.128000000,0.033000000
Box,B000990,0.200000,0.400000,1.700000,0.000000,0.136000000,0.136000000
Box,B000991,0.200000,0.400000,1.700000,0.200000,0.136000000,0.048000000
Box,B000992,0.200000,0.400000,1.700000,1.000000,0.136000000,0.036000000
Box,B000993,0.200000,0.400000,1.800000,0.000000,0.144000000,0.144000000
Box,B000994,0.200000,0.400000,1.800000,0.200000,0.144000000,0.051000000
Box,B000995,0.200000,0.400000,1.800000,1.000000,0.144000000,0.039000000
Box,B000996,0.200000,0.400000,1.900000,0.000000,0.152000000,0.152000000
Box,B000997,0.200000,0.400000,1.900000,0.200000,0.152000000,0.054000000
Box,B000998,0.200000,0.400000,1.900000,1.000000,0.152000000,0.042000000
Box,B000999,0.200000,0.400000,2.000000,0.000000,0.160000000,0.160000000
Box,B001000,0.200000,0.400000,2.000000,0.200000,0.160000000,0.057000000
Box,B001001,0.200000,0.400000,2.000000,1.000000,0.160000000,0.045000000
Box,B001002,0.200000,0.500000,0.100000,0.000000,0.010000000,0.010000000
Box,B001003,0.200000,0.500000,0.100000,0.600000,0.010000000,0.004000000
Box,B001004,0.200000,0.500000,0.100000,0.800000,0.010000000,0.006000000
Box,B001005,0.200000,0.500000,0.200000,0.000000,0.020000000,0.020000000
Box,B001006,0.200000,0.500000,0.200000,0.200000,0.020000000,0.004000000
Box,B001007,0.200000,0.500000,0.200000,0.600000,0.020000000,0.002000000
Box,B001008,0.200000,0.500000,0.200000,0.800000,0.020000000,0.004000000
Box,B001009,0.200000,0.500000,0.300000,0.000000,0.030000000,0.030000000
Box,B001010,0.200000,0.500000,0.300000,0.200000,0.030000000,0.008000000
Box,B001011,0.200000,0.500000,0.300000,0.800000,0.030000000,0.002000000
Box,B001012,0.200000,0.500000,0.400000,0.000000,0.040000000,0.040000000
Box,B001013,0.200000,0.500000,0.400000,0.200000,0.040000000,0.012000000
Box,B001014,0.200000,0.500000,0.500000,0.000000,0.050000000,0.050000000
Box,B001015,0.200000,0.500000,0.500000,0.200000,0.050000000,0.016000000
Box,B001016,0.200000,0.500000,0.600000,0.000000,0.060000000,0.060000000
Box,B001017,0.200000,0.500000,0.600000,0.200000,0.060000000,0.020000000
Box,B001018,0.200000,0.500000,0.700000,0.000000,0.070000000,0.070000000
Box,B001019,0.200000,0.500000,0.700000,0.200000,0.070000000,0.024000000
Box,B001020,0.200000,0.500000,0.800000,0.000000,0.080000000,0.080000000
Box,B001021,0.200000,0.500000,0.800000,0.200000,0.080000000,0.028000000
Box,B001022,0.200000,0.500000,0.900000,0.000000,0.090000000,0.090000000
Box,B001023,0.200000,0.500000,0.900000,0.200000,0.090000000,0.032000000
Box,B001024,0.200000,0.500000,1.000000,0.000000,0.100000000,0.100000000
Box,B001025,0.200000,0.500000,1.000000,0.200000,0.100000000,0.036000000
Box,B001026,0.200000,0.500000,1.100000,0.000000,0.110000000,0.110000000
Box,B001027,0.200000,0.500000,1.100000,0.200000,0.110000000,0.040000000
Box,B001028,0.200000,0.500000,1.200000,0.000000,0.120000000,0.120000000
Box,B001029,0.200000,0.500000,1.200000,0.200000,0.120000000,0.044000000
Box,B001030,0.200000,0.500000,1.300000,0.000000,0.130000000,0.130000000
Box,B001031,0.200000,0.500000,1.300000,0.200000,0.130000000,0.048000000
Box,B001032,0.200000,0.500000,1.400000,0.000000,0.140000000,0.140000000
Box,B001033,0.200000,0.500000,1.400000,0.200000,0.140000000,0.052000000
Box,B001034,0.200000,0.500000,1.500000,0.000000,0.150000000,0.150000000
Box,B001035,0.200000,0.500000,1.500000,0.200000,0.150000000,0.056000000
Box,B001036,0.200000,0.500000,1.600000,0.000000,0.160000000,0.160000000
Box,B001037,0.200000,0.500000,1.600000,0.200000,0.160000000,0.060000000
Box,B001038,0.200000,0.500000,1.700000,0.000000,0.170000000,0.170000000
Box,B001039,0.200000,0.500000,1.700000,0.200000,0.170000000,0.064000000
Box,B001040,0.200000,0.500000,1.800000,0.000000,0.180000000,0.180000000
Box,B001041,0.200000,0.500000,1.800000,0.200000,0.180000000,0.068000000
Box,B001042,0.200000,0.500000,1.900000,0.000000,0.190000000,0.190000000
Box,B001043,0.200000,0.500000,1.900000,0.200000,0.190000000,0.072000000
Box,B001044,0.200000,0.500000,2.000000,0.000000,0.200000000,0.200000000
Box,B001045,0.200000,0.500000,2.000000,0.200000,0.200000000,0.076000000
Box,B001046,0.200000,0.600000,0.100000,0.000000,0.012000000,0.012000000
Box,B001047,0.200000,0.600000,0.100000,0.600000,0.012000000,0.006000000
Box,B001048,0.200000,0.600000,0.100000,0.800000,0.012000000,0.012000000
Box,B001049,0.200000,0.600000,0.100000,1.000000,0.012000000,0.012000000
Box,B001050,0.200000,0.600000,0.200000,0.000000,0.024000000,0.024000000
Box,B001051,0.200000,0.600000,0.200000,0.200000,0.024000000,0.005000000
Box,B001052,0.200000,0.600000,0.200000,0.600000,0.024000000,0.003000000
Box,B001053,0.200000,0.600000,0.200000,0.800000,0.024000000,0.008000000
Box,B001054,0.200000,0.600000,0.200000,1.000000,0.024000000,0.009000000
Box,B001055,0.200000,0.600000,0.300000,0.000000,0.036000000,0.036000000
Box,B001056,0.200000,0.600000,0.300000,0.200000,0.036000000,0.010000000
Box,B001057,0.200000,0.600000,0.300000,0.800000,0.036000000,0.004000000
Box,B001058,0.200000,0.600000,0.300000,1.000000,0.036000000,0.006000000
Box,B001059,0.200000,0.600000,0.400000,0.000000,0.048000000,0.048000000
Box,B001060,0.200000,0.600000,0.400000,0.200000,0.048000000,0.015000000
Box,B001061,0.200000,0.600000,0.400000,1.000000,0.048000000,0.003000000
Box,B001062,0.200000,0.600000,0.500000,0.000000,0.060000000,0.060000000
Box,B001063,0.200000,0.600000,0.500000,0.200000,0.060000000,0.020000000
Box,B001064,0.200000,0.600000,0.600000,0.000000,0.072000000,0.072000000
Box,B001065,0.200000,0.600000,0.600000,0.200000,0.072000000,0.025000000
Box,B001066,0.200000,0.600000,0.700000,0.000000,0.084000000,0.084000000
Box,B001067,0.200000,0.600000,0.700000,0.200000,0.084000000,0.030000000
Box,B001068,0.200000,0.600000,0.800000,0.000000,0.096000000,0.096000000
Box,B001069,0.200000,0.600000,0.800000,0.200000,0.096000000,0.035000000
Box,B001070,0.200000,0.600000,0.900000,0.000000,0.108000000,0.108000000
Box,B001071,0.200000,0.600000,0.900000,0.200000,0.108000000,0.040000000
Box,B001072,0.200000,0.600000,1.000000,0.000000,0.120000000,0.120000000
Box,B001073,0.200000,0.600000,1.000000,0.200000,0.120000000,0.045000000
Box,B001074,0.200000,0.600000,1.100000,0.000000,0.132000000,0.132000000
Box,B001075,0.200000,0.600000,1.100000,0.200000,0.132000000,0.050000000
Box,B001076,0.200000,0.600000,1.200000,0.000000,0.144000000,0.144000000
Box,B001077,0.200000,0.600000,1.200000,0.200000,0.144000000,0.055000000
Box,B001078,0.200000,0.600000,1.300000,0.000000,0.156000000,0.156000000
Box,B001079,0.200000,0.600000,1.300000,0.200000,0.156000000,0.060000000
Box,B001080,0.200000,0.600000,1.400000,0.000000,0.168000000,0.168000000
Box,B001081,0.200000,0.600000,1.400000,0.200000,0.168000000,0.065000000
Box,B001082,0.200000,0.600000,1.500000,0.000000,0.180000000,0.180000000
Box,B001083,0.200000,0.600000,1.500000,0.200000,0.180000000,0.070000000
Box,B001084,0.200000,0.600000,1.600000,0.000000,0.192000000,0.192000000
Box,B001085,0.200000,0.600000,1.600000,0.200000,0.192000000,0.075000000
Box,B001086,0.200000,0.600000,1.700000,0.000000,0.204000000,0.204000000
Box,B001087,0.200000,0.600000,1.700000,0.200000,0.204000000,0.080000000
Box,B001088,0.200000,0.600000,1.800000,0.000000,0.216000000,0.216000000
Box,B001089,0.200000,0.600000,1.800000,0.200000,0.216000000,0.085000000
Box,B001090,0.200000,0.600000,1.900000,0.000000,0.228000000,0.228000000
Box,B001091,0.200000,0.600000,1.900000,0.200000,0.228000000,0.090000000
Box,B001092,0.200000,0.600000,2.000000,0.000000,0.240000000,0.240000000
Box,B001093,0.200000,0.600000,2.000000,0.200000,0.240000000,0.095000000
Box,B001094,0.200000,0.700000,0.100000,0.000000,0.014000000,0.014000000
Box,B001095,0.200000,0.700000,0.100000,0.600000,0.014000000,0.008000000
Box,B001096,0.200000,0.700000,0.100000,0.800000,0.014000000,0.018000000
Box,B001097,0.200000,0.700000,0.100000,1.000000,0.014000000,0.024000000
Box,B001098,0.200000,0.700000,0.200000,0.000000,0.028000000,0.028000000
Box,B001099,0.200000,0.700000,0.200000,0.200000,0.028000000,0.006000000
Box,B001100,0.200000,0.700000,0.200000,0.600000,0.028000000,0.004000000
Box,B001101,0.200000,0.700000,0.200000,0.800000,0.028000000,0.012000000
Box,B001102,0.200000,0.700000,0.200000,1.000000,0.028000000,0.018000000
Box,B001103,0.200000,0.700000,0.300000,0.000000,0.042000000,0.042000000
Box,B001104,0.200000,0.700000,0.300000,0.200000,0.042000000,0.012000000
Box,B001105,0.200000,0.700000,0.300000,0.800000,0.042000000,0.006000000
Box,B001106,0.200000,0.700000,0.300000,1.000000,0.042000000,0.012000000
Box,B001107,0.200000,0.700000,0.400000,0.000000,0.056000000,0.056000000
Box,B001108,0.200000,0.700000,0.400000,0.200000,0.056000000,0.018000000
Box,B001109,0.200000,0.700000,0.400000,1.000000,0.056000000,0.006000000
Box,B001110,0.200000,0.700000,0.500000,0.000000,0.070000000,0.070000000
Box,B001111,0.200000,0.700000,0.500000,0.200000,0.070000000,0.024000000
Box,B001112,0.200000,0.700000,0.600000,0.000000,0.084000000,0.084000000
Box,B001113,0.200000,0.700000,0.600000,0.200000,0.084000000,0.030000000
Box,B001114,0.200000,0.700000,0.700000,0.000000,0.098000000,0.098000000
Box,B001115,0.200000,0.700000,0.700000,0.200000,0.098000000,0.036000000
Box,B001116,0.200000,0.700000,0.800000,0.000000,0.112000000,0.112000000
Box,B001117,0.200000,0.700000,0.800000,0.200000,0.112000000,0.042000000
Box,B001118,0.200000,0.700000,0.900000,0.000000,0.126000000,0.126000000
Box,B001119,0.200000,0.700000,0.900000,0.200000,0.126000000,0.048000000
Box,B001120,0.200000,0.700000,1.000000,0.000000,0.140000000,0.140000000
Box,B001121,0.200000,0.700000,1.000000,0.200000,0.140000000,0.054000000
Box,B001122,0.200000,0.700000,1.100000,0.000000,0.154000000,0.154000000
Box,B001123,0.200000,0.700000,1.100000,0.200000,0.154000000,0.060000000
Box,B001124,0.200000,0.700000,1.200000,0.000000,0.168000000,0.168000000
Box,B001125,0.200000,0.700000,1.200000,0.200000,0.168000000,0.066000000
Box,B001126,0.200000,0.700000,1.300000,0.000000,0.182000000,0.182000000
Box,B001127,0.200000,0.700000,1.300000,0.200000,0.182000000,0.072000000
Box,B001128,0.200000,0.700000,1.400000,0.000000,0.196000000,0.196000000
Box,B001129,0.200000,0.700000,1.400000,0.200000,0.196000000,0.078000000
Box,B001130,0.200000,0.700000,1.500000,0.000000,0.210000000,0.210000000
Box,B001131,0.200000,0.700000,1.500000,0.200000,0.210000000,0.084000000
Box,B001132,0.200000,0.700000,1.600000,0.000000,0.224000000,0.224000000
Box,B001133,0.200000,0.700000,1.600000,0.200000,0.224000000,0.090000000
Box,B001134,0.200000,0.700000,1.700000,0.000000,0.238000000,0.238000000
Box,B001135,0.200000,0.700000,1.700000,0.200000,0.238000000,0.096000000
Box,B001136,0.200000,0.700000,1.800000,0.000000,0.252000000,0.252000000
Box,B001137,0.200000,0.700000,1.800000,0.200000,0.252000000,0.102000000
Box,B001138,0.200000,0.700000,1.900000,0.000000,0.266000000,0.266000000
Box,B001139,0.200000,0.700000,1.900000,0.200000,0.266000000,0.108000000
Box,B001140,0.200000,0.700000,2.000000,0.000000,0.280000000,0.280000000
Box,B001141,0.200000,0.700000,2.000000,0.200000,0.280000000,0.114000000
Box,B001142,0.200000,0.800000,0.100000,0.000000,0.016000000,0.016000000
Box,B001143,0.200000,0.800000,0.100000,0.600000,0.016000000,0.010000000
Box,B001144,0.200000,0.800000,0.100000,0.800000,0.016000000,0.024000000
Box,B001145,0.200000,0.800000,0.100000,1.000000,0.016000000,0.036000000
Box,B001146,0.200000,0.800000,0.200000,0.000000,0.032000000,0.032000000
Box,B001147,0.200000,0.800000,0.200000,0.200000,0.032000000,0.007000000
Box,B001148,0.200000,0.800000,0.200000,0.600000,0.032000000,0.005000000
Box,B001149,0.200000,0.800000,0.200000,0.800000,0.032000000,0.016000000
Box,B001150,0.200000,0.800000,0.200000,1.000000,0.032000000,0.027000000
Box,B001151,0.200000,0.800000,0.300000,0.000000,0.048000000,0.048000000
Box,B001152,0.200000,0.800000,0.300000,0.200000,0.048000000,0.014000000
Box,B001153,0.200000,0.800000,0.300000,0.800000,0.048000000,0.008000000
Box,B001154,0.200000,0.800000,0.300000,1.000000,0.048000000,0.018000000
Box,B001155,0.200000,0.800000,0.400000,0.000000,0.064000000,0.064000000
Box,B001156,0.200000,0.800000,0.400000,0.200000,0.064000000,0.021000000
Box,B001157,0.200000,0.800000,0.400000,1.000000,0.064000000,0.009000000
Box,B001158,0.200000,0.800000,0.500000,0.000000,0.080000000,0.080000000
Box,B001159,0.200000,0.800000,0.500000,0.200000,0.080000000,0.028000000
Box,B001160,0.200000,0.800000,0.600000,0.000000,0.096000000,0.096000000
Box,B001161,0.200000,0.800000,0.600000,0.200000,0.096000000,0.035000000
Box,B001162,0.200000,0.800000,0.700000,0.000000,0.112000000,0.112000000
Box,B001163,0.200000,0.800000,0.700000,0.200000,0.112000000,0.042000000
Box,B001164,0.200000,0.800000,0.800000,0.000000,0.128000000,0.128000000
Box,B001165,0.200000,0.800000,0.800000,0.200000,0.128000000,0.049000000
Box,B001166,0.200000,0.800000,0.900000,0.000000,0.144000000,0.144000000
Box,B001167,0.200000,0.800000,0.900000,0.200000,0.144000000,0.056000000
Box,B001168,0.200000,0.800000,1.000000,0.000000,0.160000000,0.160000000
Box,B001169,0.200000,0.800000,1.000000,0.200000,0.160000000,0.063000000
Box,B001170,0.200000,0.800000,1.100000,0.000000,0.176000000,0.176000000
Box,B001171,0.200000,0.800000,1.100000,0.200000,0.176000000,0.070000000
Box,B001172,0.200000,0.800000,1.200000,0.000000,0.192000000,0.192000000
Box,B001173,0.200000,0.800000,1.200000,0.200000,0.192000000,0.077000000
Box,B001174,0.200000,0.800000,1.300000,0.000000,0.208000000,0.208000000
Box,B001175,0.200000,0.800000,1.300000,0.200000,0.208000000,0.084000000
Box,B001176,0.200000,0.800000,1.400000,0.000000,0.224000000,0.224000000
Box,B001177,0.200000,0.800000,1.400000,0.200000,0.224000000,0.091000000
Box,B001178,0.200000,0.800000,1.500000,0.000000,0.240000000,0.240000000
Box,B001179,0.200000,0.800000,1.500000,0.200000,0.240000000,0.098000000
Box,B001180,0.200000,0.800000,1.600000,0.000000,0.256000000,0.256000000
Box,B001181,0.200000,0.800000,1.600000,0.200000,0.256000000,0.105000000
Box,B001182,0.200000,0.800000,1.700000,0.000000,0.272000000,0.272000000
Box,B001183,0.200000,0.800000,1.700000,0.200000,0.272000000,0.112000000
Box,B001184,0.200000,0.800000,1.800000,0.000000,0.288000000,0.288000000
Box,B001185,0.200000,0.800000,1.800000,0.200000,0.288000000,0.119000000
Box,B001186,0.200000,0.800000,1.900000,0.000000,0.304000000,0.304000000
Box,B001187,0.200000,0.800000,1.900000,0.200000,0.304000000,0.126000000
Box,B001188,0.200000,0.800000,2.000000,0.000000,0.320000000,0.320000000
Box,B001189,0.200000,0.800000,2.000000,0.200000,0.320000000,0.133000000
Box,B001190,0.200000,0.900000,0.100000,0.000000,0.018000000,0.018000000
Box,B001191,0.200000,0.900000,0.100000,0.600000,0.018000000,0.012000000
Box,B001192,0.200000,0.900000,0.100000,0.800000,0.018000000,0.030000000
Box,B001193,0.200000,0.900000,0.100000,1.000000,0.018000000,0.048000000
Box,B001194,0.200000,0.900000,0.200000,0.000000,0.036000000,0.036000000
Box,B001195,0.200000,0.900000,0.200000,0.200000,0.036000000,0.008000000
Box,B001196,0.200000,0.900000,0.200000,0.600000,0.036000000,0.006000000
Box,B001197,0.200000,0.900000,0.200000,0.800000,0.036000000,0.020000000
Box,B001198,0.200000,0.900000,0.200000,1.000000,0.036000000,0.036000000
Box,B001199,0.200000,0.900000,0.300000,0.000000,0.054000000,0.054000000
Box,B001200,0.200000,0.900000,0.300000,0.200000,0.054000000,0.016000000
Box,B001201,0.200000,0.900000,0.300000,0.800000,0.054000000,0.010000000
Box,B001202,0.200000,0.900000,0.300000,1.000000,0.054000000,0.024000000
Box,B001203,0.200000,0.900000,0.400000,0.000000,0.072000000,0.072000000
Box,B001204,0.200000,0.900000,0.400000,0.200000,0.072000000,0.024000000
Box,B001205,0.200000,0.900000,0.400000,1.000000,0.072000000,0.012000000
Box,B001206,0.200000,0.900000,0.500000,0.000000,0.090000000,0.090000000
Box,B001207,0.200000,0.900000,0.500000,0.200000,0.090000000,0.032000000
Box,B001208,0.200000,0.900000,0.600000,0.000000,0.108000000,0.108000000
Box,B001209,0.200000,0.900000,0.600000,0.200000,0.108000000,0.040000000
Box,B001210,0.200000,0.900000,0.700000,0.000000,0.126000000,0.126000000
Box,B001211,0.200000,0.900000,0.700000,0.200000,0.126000000,0.048000000
Box,B001212,0.200000,0.900000,0.800000,0.000000,0.144000000,0.144000000
Box,B001213,0.200000,0.900000,0.800000,0.200000,0.144000000,0.056000000
Box,B001214,0.200000,0.900000,0.900000,0.000000,0.162000000,0.162000000
Box,B001215,0.200000,0.900000,0.900000,0.200000,0.162000000,0.064000000
Box,B001216,0.200000,0.900000,1.000000,0.000000,0.180000000,0.180000000
Box,B001217,0.200000,0.900000,1.000000,0.200000,0.180000000,0.072000000
Box,B001218,0.200000,0.900000,1.100000,0.000000,0.198000000,0.198000000
Box,B001219,0.200000,0.900000,1.100000,0.200000,0.198000000,0.080000000
Box,B001220,0.200000,0.900000,1.200000,0.000000,0.216000000,0.216000000
Box,B001221,0.200000,0.900000,1.200000,0.200000,0.216000000,0.088000000
Box,B001222,0.200000,0.900000,1.300000,0.000000,0.234000000,0.234000000
Box,B001223,0.200000,0.900000,1.300000,0.200000,0.234000000,0.096000000
Box,B001224,0.200000,0.900000,1.400000,0.000000,0.252000000,0.252000000
Box,B001225,0.200000,0.900000,1.400000,0.200000,0.252000000,0.104000000
Box,B001226,0.200000,0.900000,1.500000,0.000000,0.270000000,0.270000000
Box,B001227,0.200000,0.900000,1.500000,0.200000,0.270000000,0.112000000
Box,B001228,0.200000,0.900000,1.600000,0.000000,0.288000000,0.288000000
Box,B001229,0.200000,0.900000,1.600000,0.200000,0.288000000,0.120000000
Box,B001230,0.200000,0.900000,1.700000,0.000000,0.306000000,0.306000000
Box,B001231,0.200000,0.900000,1.700000,0.200000,0.306000000,0.128000000
Box,B001232,0.200000,0.900000,1.800000,0.000000,0.324000000,0.324000000
Box,B001233,0.200000,0.900000,1.800000,0.200000,0.324000000,0.136000000
Box,B001234,0.200000,0.900000,1.900000,0.000000,0.342000000,0.342000000
Box,B001235,0.200000,0.900000,1.900000,0.200000,0.342000000,0.144000000
Box,B001236,0.200000,0.900000,2.000000,0.000000,0.360000000,0.360000000
Box,B001237,0.200000,0.900000,2.000000,0.200000,0.360000000,0.152000000
Box,B001238,0.200000,1.000000,0.100000,0.000000,0.020000000,0.020000000
Box,B001239,0.200000,1.000000,0.100000,0.600000,0.020000000,0.014000000
Box,B001240,0.200000,1.000000,0.100000,0.800000,0.020000000,0.036000000
Box,B001241,0.200000,1.000000,0.100000,1.000000,0.020000000,0.060000000
Box,B001242,0.200000,1.000000,0.200000,0.000000,0.040000000,0.040000000
Box,B001243,0.200000,1.000000,0.200000,0.200000,0.040000000,0.009000000
Box,B001244,0.200000,1.000000,0.200000,0.600000,0.040000000,0.007000000
Box,B001245,0.200000,1.000000,0.200000,0.800000,0.040000000,0.024000000
Box,B001246,0.200000,1.000000,0.200000,1.000000,0.040000000,0.045000000
Box,B001247,0.200000,1.000000,0.300000,0.000000,0.060000000,0.060000000
Box,B001248,0.200000,1.000000,0.300000,0.200000,0.060000000,0.018000000
Box,B001249,0.200000,1.000000,0.300000,0.800000,0.060000000,0.012000000
Box,B001250,0.200000,1.000000,0.300000,1.000000,0.060000000,0.030000000
Box,B001251,0.200000,1.000000,0.400000,0.000000,0.080000000,0.080000000
Box,B001252,0.200000,1.000000,0.400000,0.200000,0.080000000,0.027000000
Box,B001253,0.200000,1.000000,0.400000,1.000000,0.080000000,0.015000000
Box,B001254,0.200000,1.000000,0.500000,0.000000,0.100000000,0.100000000
Box,B001255,0.200000,1.000000,0.500000,0.200000,0.100000000,0.036000000
Box,B001256,0.200000,1.000000,0.600000,0.000000,0.120000000,0.120000000
Box,B001257,0.200000,1.000000,0.600000,0.200000,0.120000000,0.045000000
Box,B001258,0.200000,1.000000,0.700000,0.000000,0.140000000,0.140000000
Box,B001259,0.200000,1.000000,0.700000,0.200000,0.140000000,0.054000000
Box,B001260,0.200000,1.000000,0.800000,0.000000,0.160000000,0.160000000
Box,B001261,0.200000,1.000000,0.800000,0.200000,0.160000000,0.063000000
Box,B001262,0.200000,1.000000,0.900000,0.000000,0.180000000,0.180000000
Box,B001263,0.200000,1.000000,0.900000,0.200000,0.180000000,0.072000000
Box,B001264,0.200000,1.000000,1.000000,0.000000,0.200000000,0.200000000
Box,B001265,0.200000,1.000000,1.000000,0.200000,0.200000000,0.081000000
Box,B001266,0.200000,1.000000,1.100000,0.000000,0.220000000,0.220000000
Box,B001267,0.200000,1.000000,1.100000,0.200000,0.220000000,0.090000000
Box,B001268,0.200000,1.000000,1.200000,0.000000,0.240000000,0.240000000
Box,B001269,0.200000,1.000000,1.200000,0.200000,0.240000000,0.099000000
Box,B001270,0.200000,1.000000,1.300000,0.000000,0.260000000,0.260000000
Box,B001271,0.200000,1.000000,1.300000,0.200000,0.260000000,0.108000000
Box,B001272,0.200000,1.000000,1.400000,0.000000,0.280000000,0.280000000
Box,B001273,0.200000,1.000000,1.400000,0.200000,0.280000000,0.117000000
Box,B001274,0.200000,1.000000,1.500000,0.000000,0.300000000,0.300000000
Box,B001275,0.200000,1.000000,1.500000,0.200000,0.300000000,0.126000000
Box,B001276,0.200000,1.000000,1.600000,0.000000,0.320000000,0.320000000
Box,B001277,0.200000,1.000000,1.600000,0.200000,0.320000000,0.135000000
Box,B001278,0.200000,1.000000,1.700000,0.000000,0.340000000,0.340000000
